Email,Total words,Unique words,First word,Last Word,isSpam
1052,127,94,hi,URL,false
1053,129,75,back,URL,false
1054,128,85,on,URL,false
1055,202,122,on,URL,false
1056,70,52,i,URL,false
1057,163,70,hi,URL,false
1058,79,62,once,URL,false
1059,69,54,hi,URL,false
1060,89,59,,URL,false
1061,223,116,make,URL,false
1062,203,108,lance,URL,false
1063,151,100,once,URL,false
1064,34,33,title,URL,false
1065,105,79,once,URL,false
1066,106,79,on,law,false
1067,129,97,once,URL,false
1068,133,96,on,monastery,false
1069,125,53,hey,URL,false
1070,289,100,once,URL,false
1071,366,129,oh,URL,false
1072,224,104,on,URL,false
1073,231,74,hiya,URL,false
1074,176,97,i,URL,false
1075,448,120,once,URL,false
1076,134,95,once,URL,false
1077,163,102,hello,URL,false
1078,105,66,hi,URL,false
1079,83,74,on,URL,false
1080,187,123,sorry,URL,false
1081,148,119,once,URL,false
1082,51,34,peter,URL,false
1083,388,233,on,URL,false
1084,209,123,on,URL,false
1085,186,119,once,URL,false
1086,92,64,on,URL,false
1087,97,66,hiya,URL,false
1088,92,61,mark,URL,false
1089,157,99,do,URL,false
1090,101,65,never,URL,false
1091,92,58,mark,URL,false
1092,137,65,two,URL,false
1093,255,131,on,halfstep,false
1094,323,152,once,URL,false
1095,123,63,i,dyerthscum,false
1096,92,73,on,URL,false
1097,137,83,on,URL,false
1098,235,132,once,URL,false
1099,123,93,on,URL,false
1100,63,47,about,URL,false
1101,143,96,on,URL,false
1102,97,59,,URL,false
1103,173,105,once,URL,false
1104,112,87,hi,URL,false
1105,71,57,on,URL,false
1106,60,43,on,URL,false
1107,227,148,once,URL,false
1108,71,54,,URL,false
1109,247,151,hi,URL,false
1110,58,46,on,URL,false
1111,120,87,greetings,URL,false
1112,228,137,once,URL,false
1113,98,72,matthias,URL,false
1114,43,35,have,URL,false
1115,57,48,angles,URL,false
1116,146,91,once,URL,false
1117,117,89,hi,URL,false
1118,242,151,once,URL,false
1119,140,92,,URL,false
1120,72,49,on,URL,false
1121,275,166,i,URL,false
1122,455,191,it,URL,false
1123,167,106,,URL,false
1124,284,166,,URL,false
1125,399,214,,URL,false
1126,265,136,,doers,false
1127,501,232,oops,URL,false
1128,329,162,,doers,false
1129,223,122,,doers,false
1130,486,230,,doers,false
1131,321,185,,doers,false
1132,294,163,,URL,false
1133,193,120,,URL,false
1134,82,50,,URL,false
1135,178,96,,doers,false
1136,169,107,i,az,false
1137,97,69,,URL,false
1138,91,63,,URL,false
1139,215,122,in,URL,false
1140,477,236,,URL,false
1141,233,149,,URL,false
1142,52,40,,URL,false
1143,152,104,,URL,false
1144,144,104,,URL,false
1145,215,119,,URL,false
1146,88,62,i,URL,false
1147,148,97,,doers,false
1148,117,78,,doers,false
1149,185,92,,URL,false
1150,93,69,,URL,false
1151,218,117,on,tech,false
1152,80,61,,URL,false
1153,95,68,,URL,false
1154,252,147,,URL,false
1155,136,89,,URL,false
1156,146,91,,URL,false
1157,213,137,on,URL,false
1158,127,85,,doers,false
1159,371,192,,URL,false
1160,815,117,,URL,false
1161,206,134,,doers,false
1162,177,72,,URL,false
1163,279,153,in,URL,false
1164,320,163,thanks,URL,false
1165,283,148,just,URL,false
1166,144,97,in,URL,false
1167,102,72,,doers,false
1168,153,104,,URL,false
1169,202,120,,doers,false
1170,64,47,,URL,false
1171,128,80,help,URL,false
1172,57,45,,URL,false
1173,221,122,,URL,false
1174,103,66,,URL,false
1175,362,176,this,URL,false
1176,162,97,,URL,false
1177,328,175,james,URL,false
1178,93,72,,URL,false
1179,57,44,in,URL,false
1180,67,53,,NUMBER,false
1181,109,79,in,URL,false
1182,251,153,jason,trampled,false
1183,194,130,on,URL,false
1184,205,128,once,URL,false
1185,148,107,once,URL,false
1186,153,98,,URL,false
1187,70,57,hi,URL,false
1188,158,105,hello,URL,false
1189,171,114,once,URL,false
1190,327,158,hi,URL,false
1191,148,94,hi,URL,false
1192,161,107,once,URL,false
1193,240,151,,URL,false
1194,48,40,peter,URL,false
1195,159,93,matthias,URL,false
1196,81,64,indeed,URL,false
1197,329,165,i,URL,false
1198,64,60,hi,URL,false
1199,245,141,once,URL,false
1200,154,107,once,URL,false
1201,85,66,hi,URL,false
1202,168,101,matthias,URL,false
1203,229,131,once,URL,false
1204,87,70,hi,URL,false
1205,215,130,once,URL,false
1206,64,46,is,URL,false
1207,214,133,,URL,false
1208,76,55,i,URL,false
1209,216,145,once,URL,false
1210,167,100,on,URL,false
1211,163,101,once,URL,false
1212,151,95,once,URL,false
1213,261,156,matthias,URL,false
1214,483,223,,URL,false
1215,236,131,i,future,false
1216,238,159,on,URL,false
1217,295,157,once,URL,false
1218,131,95,matthias,URL,false
1219,232,146,once,URL,false
1220,146,101,hi,URL,false
1221,228,152,once,URL,false
1222,322,191,on,URL,false
1223,409,230,once,URL,false
1224,132,89,on,gary,false
1225,117,82,matthias,URL,false
1226,261,149,once,URL,false
1227,134,87,once,URL,false
1228,63,51,hey,URL,false
1229,143,96,once,URL,false
1230,296,173,,URL,false
1231,101,64,on,URL,false
1232,122,66,on,sv,false
1233,114,81,on,URL,false
1234,118,79,on,URL,false
1235,112,61,hi,URL,false
1236,75,57,ahh,URL,false
1237,145,87,jesse,URL,false
1238,164,105,once,URL,false
1239,99,64,on,URL,false
1240,110,51,checking,URL,false
1241,21,16,oops,URL,false
1242,131,89,matthias,URL,false
1243,162,104,matthias,URL,false
1244,135,91,once,URL,false
1245,185,111,,URL,false
1246,262,166,,URL,false
1247,654,205,,URL,false
1248,241,148,once,URL,false
1249,288,161,matthias,URL,false
1250,121,84,matthias,URL,false
1251,54,45,i,URL,false
1252,147,71,on,URL,false
1253,233,126,on,URL,false
1254,132,84,once,URL,false
1255,345,186,on,URL,false
1256,209,101,once,URL,false
1257,29,25,thanks,URL,false
1258,85,65,on,URL,false
1259,144,68,matthias,URL,false
1260,119,72,on,URL,false
1261,36,29,same,URL,false
1262,151,96,once,URL,false
1263,39,36,hdparm,URL,false
1264,61,50,on,URL,false
1265,126,78,thank,URL,false
1266,36,30,when,URL,false
1267,106,80,on,URL,false
1268,140,80,hi,URL,false
1269,131,98,on,URL,false
1270,250,140,once,URL,false
1271,838,181,on,URL,false
1272,156,92,once,URL,false
1273,311,168,on,URL,false
1274,251,149,once,URL,false
1275,217,118,on,URL,false
1276,115,86,on,URL,false
1277,127,91,once,URL,false
1278,54,40,on,URL,false
1279,27,22,any,URL,false
1280,114,78,once,URL,false
1281,87,56,i,URL,false
1282,71,58,humberto,URL,false
1283,164,104,matthias,URL,false
1284,103,71,once,URL,false
1285,410,222,once,URL,false
1286,279,166,thanks,URL,false
1287,369,175,i,URL,false
1288,311,185,on,URL,false
1289,287,162,i,URL,false
1290,158,108,on,URL,false
1291,97,77,once,URL,false
1292,248,157,this,URL,false
1293,172,102,if,packages,false
1294,76,61,on,URL,false
1295,143,78,once,URL,false
1296,153,99,once,URL,false
1297,172,96,on,URL,false
1298,149,96,on,URL,false
1299,172,102,matthias,URL,false
1300,48,42,after,URL,false
1301,219,134,once,URL,false
1302,593,189,,URL,false
1303,81,55,should,URL,false
1304,117,61,once,URL,false
1305,152,101,hello,URL,false
1306,117,81,once,URL,false
1307,1047,458,blogstart,________________________________,false
1308,88,58,i,seperable,false
1309,81,64,hello,URL,false
1310,85,69,,URL,false
1311,232,150,like,URL,false
1312,199,132,as,URL,false
1313,216,141,on,quartet,false
1314,174,95,update,URL,false
1315,175,114,i,URL,false
1316,138,100,,URL,false
1317,194,122,so,URL,false
1318,153,97,hi,URL,false
1319,207,118,,URL,false
1320,284,158,there,URL,false
1321,243,127,political,URL,false
1322,77,55,,URL,false
1323,150,113,,URL,false
1324,105,76,daniel,URL,false
1325,172,117,,URL,false
1326,202,125,on,URL,false
1327,125,93,on,URL,false
1328,48,40,hi,URL,false
1329,175,87,update,URL,false
1330,95,77,,URL,false
1331,130,99,on,URL,false
1332,78,62,jm,not,false
1333,92,69,jm,dan,false
1334,81,64,,j,false
1335,147,97,on,pub,false
1336,293,185,,signature,false
1337,403,132,,URL,false
1338,203,140,on,URL,false
1339,47,38,on,URL,false
1340,58,51,,URL,false
1341,131,93,on,URL,false
1342,126,103,,URL,false
1343,102,81,on,URL,false
1344,155,106,,URL,false
1345,62,50,update,URL,false
1346,139,76,update,URL,false
1347,205,114,,URL,false
1348,170,103,justin,phil,false
1349,100,85,ok,URL,false
1350,484,153,hi,URL,false
1351,222,153,,URL,false
1352,156,117,justin,URL,false
1353,102,79,to,URL,false
1354,75,60,,URL,false
1355,253,155,,URL,false
1356,114,79,on,URL,false
1357,115,80,on,element,false
1358,283,175,,URL,false
1359,289,195,,URL,false
1360,131,102,justin,URL,false
1361,246,156,i,URL,false
1362,148,70,update,URL,false
1363,285,171,robin,URL,false
1364,136,88,,URL,false
1365,509,158,hi,URL,false
1366,74,55,is,URL,false
1367,153,83,update,URL,false
1368,217,138,on,URL,false
1369,167,110,on,URL,false
1370,1711,196,update,URL,false
1371,84,58,,URL,false
1372,203,145,matthew,URL,false
1373,175,118,,URL,false
1374,522,294,,URL,false
1375,70,56,now,URL,false
1376,287,173,on,URL,false
1377,674,322,guys,URL,false
1378,101,80,on,URL,false
1379,170,120,don,URL,false
1380,148,79,,URL,false
1381,249,154,,URL,false
1382,434,239,dan,URL,false
1383,231,147,,URL,false
1384,154,107,urban,URL,false
1385,124,81,urban,URL,false
1386,149,81,update,URL,false
1387,115,86,on,URL,false
1388,155,93,urban,URL,false
1389,184,123,,URL,false
1390,90,68,on,URL,false
1391,156,101,justin,bob,false
1392,81,64,jm,dan,false
1393,25,22,nanananana,wins,false
1394,406,202,daniel,c,false
1395,220,137,,URL,false
1396,62,51,on,construction,false
1397,116,86,folks,URL,false
1398,209,118,i,URL,false
1399,106,67,i,URL,false
1400,157,108,i,URL,false
1401,176,129,good,URL,false
1402,157,97,on,frantics,false
1403,110,78,,URL,false
1404,188,97,if,URL,false
1405,112,82,on,page,false
1406,263,154,if,URL,false
1407,117,93,,signature,false
1408,102,83,,signature,false
1409,175,124,,signature,false
1410,364,197,,net,false
1411,336,198,,net,false
1412,198,133,,URL,false
1413,326,196,,URL,false
1414,78,56,yannick,woodruff,false
1415,39,36,errr,usa,false
1416,364,209,tim,blah,false
1417,37,33,david,neil,false
1418,239,142,,problem,false
1419,321,184,,skip,false
1420,345,200,,tim,false
1421,239,146,,childhood,false
1422,203,110,,head,false
1423,115,88,,childhood,false
1424,126,92,on,alone,false
1425,106,82,hi,URL,false
1426,201,132,on,URL,false
1427,58,43,update,URL,false
1428,74,52,,URL,false
1429,91,59,,URL,false
1430,98,71,on,URL,false
1431,194,135,,j,false
1432,170,71,,URL,false
1433,176,118,thank,URL,false
1434,244,117,update,URL,false
1435,44,33,this,response,false
1436,188,111,on,URL,false
1437,69,50,i,URL,false
1438,117,80,,URL,false
1439,228,144,,URL,false
1440,89,69,,URL,false
1441,143,99,btw,URL,false
1442,225,130,it,URL,false
1443,61,45,i,URL,false
1444,42,35,sorry,URL,false
1445,138,88,on,musings,false
1446,153,109,on,URL,false
1447,108,88,on,welsh,false
1448,132,94,,URL,false
1449,282,180,on,URL,false
1450,143,103,i,URL,false
1451,138,105,despite,URL,false
1452,95,72,on,URL,false
1453,82,57,,URL,false
1454,46,35,,URL,false
1455,290,152,on,art,false
1456,345,186,this,URL,false
1457,61,48,,URL,false
1458,112,79,on,URL,false
1459,261,134,i,URL,false
1460,181,118,on,URL,false
1461,57,45,so,URL,false
1462,180,110,on,URL,false
1463,281,163,,URL,false
1464,118,93,,URL,false
1465,239,146,op,URL,false
1466,249,102,heh,URL,false
1467,244,143,i,NUMBER,false
1468,345,170,on,farr,false
1469,209,129,,URL,false
1470,86,67,on,URL,false
1471,205,112,,URL,false
1472,375,194,on,golub,false
1473,232,88,on,si,false
1474,103,76,on,URL,false
1475,195,118,on,farr,false
1476,51,43,,URL,false
1477,105,79,on,URL,false
1478,98,59,i,URL,false
1479,141,105,on,URL,false
1480,137,84,on,URL,false
1481,138,101,tony,URL,false
1482,48,39,has,URL,false
1483,153,85,can,URL,false
1484,266,161,jm,dan,false
1485,72,61,justin,dan,false
1486,155,98,on,procmail,false
1487,201,131,jm,dan,false
1488,152,117,,j,false
1489,149,105,,j,false
1490,96,70,hi,uk,false
1491,98,72,,URL,false
1492,75,58,,hakuta,false
1493,155,107,,howto,false
1494,178,112,,j,false
1495,91,53,,URL,false
1496,91,60,,URL,false
1497,89,63,,URL,false
1498,78,56,,URL,false
1499,281,161,,URL,false
1500,145,103,,URL,false
1501,277,148,,URL,false
1502,431,197,this,URL,false
1503,86,71,jm,dan,false
1504,93,63,i,URL,false
1505,184,122,on,franklin,false
1506,18,18,unable,mail,false
1507,173,121,,URL,false
1508,131,82,on,org,false
1509,41,32,jm,dan,false
1510,246,126,justin,dan,false
1511,175,93,update,URL,false
1512,141,73,update,URL,false
1513,463,94,update,URL,false
1514,127,71,update,URL,false
1515,207,75,update,URL,false
1516,437,92,update,URL,false
1517,89,68,,URL,false
1518,85,67,,URL,false
1519,106,70,,URL,false
1520,205,126,,URL,false
1521,505,220,,URL,false
1522,74,51,,URL,false
1523,83,57,,URL,false
1524,66,44,,URL,false
1525,75,50,,URL,false
1526,162,102,,URL,false
1527,79,51,,URL,false
1528,1138,172,,URL,false
1529,101,68,,URL,false
1530,358,138,,URL,false
1531,202,119,daniel,c,false
1532,92,72,,j,false
1533,67,51,in,URL,false
1534,143,99,,URL,false
1535,80,67,i,URL,false
1536,215,132,,c,false
1537,125,66,,URL,false
1538,163,117,,URL,false
1539,109,83,,URL,false
1540,161,99,,URL,false
1541,17,16,your,text,false
1542,64,52,david,URL,false
1543,92,73,,URL,false
1544,297,180,,dan,false
1545,357,211,,j,false
1546,195,122,,URL,false
1547,141,102,on,URL,false
1548,92,77,bonjour,URL,false
1549,146,107,bonjour,URL,false
1550,321,185,i,URL,false
1551,447,218,see,URL,false
1552,68,54,on,URL,false
1553,1988,413,the,URL,false
1554,232,142,the,URL,false
1555,80,58,hello,URL,false
1556,148,79,no,URL,false
1557,94,71,revoking,to,false
1558,527,173,oh,URL,false
1559,93,68,hi,URL,false
1560,260,150,i,URL,false
1561,143,101,on,URL,false
1562,193,117,on,URL,false
1563,111,74,and,URL,false
1564,115,83,on,entree,false
1565,334,160,shouldn,URL,false
1566,80,57,on,musings,false
1567,231,141,,URL,false
1568,272,144,this,URL,false
1569,123,85,hi,eugene,false
1570,152,104,on,bus,false
1571,204,127,forgive,URL,false
1572,214,122,you,URL,false
1573,74,57,on,URL,false
1574,154,103,this,URL,false
1575,357,177,no,URL,false
1576,144,102,i,URL,false
1577,155,102,on,URL,false
1578,199,108,or,URL,false
1579,214,120,it,URL,false
1580,95,76,hey,URL,false
1581,59,48,does,URL,false
1582,174,112,i,URL,false
1583,923,175,on,URL,false
1584,111,81,to,URL,false
1585,113,84,i,URL,false
1586,51,42,haven,URL,false
1587,71,53,hi,URL,false
1588,140,87,razor,URL,false
1589,201,134,,j,false
1590,306,153,gary,bob,false
1591,71,54,,URL,false
1592,123,82,using,URL,false
1593,135,75,depends,URL,false
1594,218,129,,URL,false
1595,288,145,jeff,URL,false
1596,105,68,i,URL,false
1597,114,79,,URL,false
1598,60,45,i,URL,false
1599,137,87,i,URL,false
1600,147,94,,URL,false
1601,85,59,i,URL,false
1602,128,63,what,URL,false
1603,95,67,,URL,false
1604,184,92,error,URL,false
1605,237,117,if,URL,false
1606,163,107,i,URL,false
1607,85,58,trying,URL,false
1608,153,100,folks,URL,false
1609,416,185,for,proprietary,false
1610,213,127,this,URL,false
1611,100,74,,URL,false
1612,120,84,on,URL,false
1613,144,95,i,URL,false
1614,272,171,on,URL,false
1615,199,125,on,URL,false
1616,166,105,i,URL,false
1617,520,254,hi,ben,false
1618,193,130,on,naps,false
1619,959,424,i,you,false
1620,122,90,scott,URL,false
1621,244,136,the,jef,false
1622,136,95,,signed,false
1623,656,316,there,URL,false
1624,116,82,,URL,false
1625,476,238,ben,URL,false
1626,711,321,,ben,false
1627,224,142,hi,physics,false
1628,216,149,,URL,false
1629,444,214,on,potes,false
1630,529,290,bryan,URL,false
1631,331,182,on,URL,false
1632,135,98,reply,worlds,false
1633,458,214,hi,URL,false
1634,250,156,on,fiction,false
1635,69,54,,URL,false
1636,96,77,on,payments,false
1637,118,82,,barry,false
1638,86,73,,URL,false
1639,174,124,,barry,false
1640,280,162,quite,URL,false
1641,54,44,,barry,false
1642,197,121,on,bkclements,false
1643,456,254,,wink,false
1644,204,128,,URL,false
1645,363,219,,once,false
1646,204,139,,skip,false
1647,218,142,did,bkclements,false
1648,205,140,,URL,false
1649,207,142,,URL,false
1650,105,81,,skip,false
1651,73,61,,skip,false
1652,137,94,guido,neil,false
1653,239,139,,barry,false
1654,484,218,on,paul,false
1655,114,85,,URL,false
1656,133,86,i,jeremy,false
1657,577,241,,harm,false
1658,206,104,,help,false
1659,98,69,,barry,false
1660,480,254,so,neale,false
1661,391,216,,it,false
1662,350,203,i,usa,false
1663,79,59,,URL,false
1664,116,86,on,label,false
1665,205,134,,skip,false
1666,312,194,on,before,false
1667,108,72,,it,false
1668,133,90,,URL,false
1669,103,81,,wink,false
1670,194,113,,classifier,false
1671,209,129,you,URL,false
1672,304,165,so,neale,false
1673,113,78,,gremlins,false
1674,288,170,so,neale,false
1675,43,39,,skip,false
1676,126,79,,tested,false
1677,74,58,,NUMBER,false
1678,689,272,,NUMBER,false
1679,319,192,,wink,false
1680,169,116,,wink,false
1681,108,76,,me,false
1682,836,146,,nbsp,false
1683,160,115,,childhood,false
1684,86,59,,childhood,false
1685,160,105,,childhood,false
1686,31,28,,childhood,false
1687,137,95,there,URL,false
1688,66,55,,skip,false
1689,118,86,,filter,false
1690,47,37,,skip,false
1691,25,25,,skip,false
1692,47,34,i,skip,false
1693,220,131,so,neale,false
1694,174,119,,URL,false
1695,119,86,,wink,false
1696,101,75,,s,false
1697,65,54,,txt,false
1698,59,46,,s,false
1699,29,26,,skip,false
1700,73,59,,s,false
1701,144,98,so,neale,false
1702,152,108,,URL,false
1703,474,133,,jeremy,false
1704,700,225,,now,false
1705,130,97,,it,false
1706,201,37,here,jeremy,false
1707,175,121,,URL,false
1708,31,30,before,skip,false
1709,58,48,,too,false
1710,98,75,,URL,false
1711,317,172,,aberrant,false
1712,2208,590,,URL,false
1713,487,237,,URL,false
1714,1484,463,,NUMBER,false
1715,539,129,,on,false
1716,149,107,,skip,false
1717,124,53,these,neil,false
1718,224,107,,sigh,false
1719,474,148,neil,corpora,false
1720,166,108,,them,false
1721,85,73,,help,false
1722,246,157,,entirely,false
1723,212,137,,against,false
1724,47,38,just,bkclements,false
1725,103,77,,this,false
1726,239,97,tim,neil,false
1727,45,37,,wink,false
1728,489,151,,former,false
1729,93,70,on,brain,false
1730,195,129,,URL,false
1731,429,232,,tests,false
1732,65,51,,skip,false
1733,57,48,,URL,false
1734,42,35,,m,false
1735,99,73,,skip,false
1736,62,50,,jeremy,false
1737,217,135,,it,false
1738,38,33,,s,false
1739,279,159,,skip,false
1740,179,119,on,opinion,false
1741,66,53,,skip,false
1742,784,343,,kennedys,false
1743,415,100,we,spooky,false
1744,443,132,,anthony,false
1745,110,70,,skip,false
1746,171,104,,wink,false
1747,90,70,,wink,false
1748,399,207,,tokenization,false
1749,995,303,,headers,false
1750,348,165,i,NUMBER,false
1751,91,72,so,neale,false
1752,84,68,on,telepath,false
1753,824,249,,NUMBER,false
1754,255,161,,childhood,false
1755,59,49,,wink,false
1756,150,95,,about,false
1757,72,58,,skip,false
1758,128,85,,yup,false
1759,288,77,,anthony,false
1760,93,59,use,there,false
1761,235,115,use,there,false
1762,119,87,,days,false
1763,260,152,,fainted,false
1764,179,93,use,there,false
1765,99,57,use,there,false
1766,161,112,,said,false
1767,77,50,use,there,false
1768,151,88,use,there,false
1769,77,53,use,there,false
1770,157,78,use,there,false
1771,75,49,use,there,false
1772,177,100,use,there,false
1773,222,129,use,there,false
1774,98,59,use,there,false
1775,107,58,use,there,false
1776,305,141,use,there,false
1777,74,49,use,there,false
1778,151,90,use,there,false
1779,136,89,,boat,false
1780,81,51,use,there,false
1781,132,75,use,there,false
1782,79,52,use,there,false
1783,165,95,use,there,false
1784,77,51,use,there,false
1785,209,119,use,there,false
1786,80,53,use,there,false
1787,135,75,use,there,false
1788,111,59,use,there,false
1789,359,180,use,there,false
1790,208,151,,ray,false
1791,77,50,use,there,false
1792,154,90,use,there,false
1793,263,169,,us,false
1794,285,173,,sex,false
1795,81,54,use,there,false
1796,208,119,use,there,false
1797,75,50,use,there,false
1798,138,82,use,there,false
1799,77,52,use,there,false
1800,149,81,use,there,false
1801,99,58,use,there,false
1802,320,160,use,there,false
1803,79,52,use,there,false
1804,128,72,use,there,false
1805,81,51,use,there,false
1806,136,78,use,there,false
1807,138,81,use,there,false
1808,74,49,use,there,false
1809,545,245,,chair,false
1810,93,55,use,there,false
1811,187,80,use,there,false
1812,169,110,,URL,false
1813,95,71,,huh,false
1814,78,41,,root,false
1815,167,94,use,there,false
1816,166,91,use,there,false
1817,159,87,,sweater,false
1818,70,53,,with,false
1819,74,61,,barkes,false
1820,93,54,use,there,false
1821,268,137,use,there,false
1822,118,70,use,there,false
1823,163,98,url,URL,false
1824,137,84,url,URL,false
1825,167,113,url,URL,false
1826,27,20,url,URL,false
1827,152,93,url,URL,false
1828,21,14,url,URL,false
1829,23,15,url,URL,false
1830,111,80,url,URL,false
1831,22,15,url,URL,false
1832,180,123,url,URL,false
1833,91,68,url,URL,false
1834,59,45,url,URL,false
1835,143,93,url,URL,false
1836,197,142,url,URL,false
1837,24,17,url,URL,false
1838,94,72,url,URL,false
1839,36,27,url,URL,false
1840,172,108,url,URL,false
1841,37,29,url,URL,false
1842,37,29,url,URL,false
1843,235,155,url,URL,false
1844,21,14,url,URL,false
1845,42,34,url,URL,false
1846,20,13,url,URL,false
1847,23,14,url,URL,false
1848,62,47,url,URL,false
1849,23,15,url,URL,false
1850,53,42,url,URL,false
1851,67,52,url,URL,false
1852,58,39,url,URL,false
1853,58,43,url,URL,false
1854,373,194,url,URL,false
1855,338,203,url,URL,false
1856,35,25,url,URL,false
1857,91,62,url,URL,false
1858,144,98,url,URL,false
1859,19,11,url,URL,false
1860,423,208,url,URL,false
1861,53,37,url,URL,false
1862,106,66,url,URL,false
1863,23,16,url,URL,false
1864,143,88,url,URL,false
1865,228,133,url,URL,false
1866,309,173,url,URL,false
1867,25,18,url,URL,false
1868,23,16,url,URL,false
1869,34,25,url,URL,false
1870,48,39,url,URL,false
1871,58,42,url,URL,false
1872,21,14,url,URL,false
1873,35,21,url,URL,false
1874,36,22,url,URL,false
1875,19,12,url,URL,false
1876,50,40,url,URL,false
1877,19,12,url,URL,false
1878,27,19,url,URL,false
1879,28,21,url,URL,false
1880,118,84,url,URL,false
1881,60,37,url,URL,false
1882,81,56,url,URL,false
1883,31,23,url,URL,false
1884,156,106,url,URL,false
1885,61,45,url,URL,false
1886,175,130,url,URL,false
1887,58,43,url,URL,false
1888,208,138,url,URL,false
1889,126,90,url,URL,false
1890,133,97,url,URL,false
1891,93,69,url,URL,false
1892,223,116,url,URL,false
1893,89,59,url,URL,false
1894,118,84,url,URL,false
1895,111,93,url,URL,false
1896,82,64,url,URL,false
1897,46,33,url,URL,false
1898,188,129,url,planet,false
1899,86,55,url,URL,false
1900,21,14,url,URL,false
1901,38,29,url,URL,false
1902,51,40,url,URL,false
1903,25,18,url,URL,false
1904,41,33,url,URL,false
1905,143,102,url,URL,false
1906,36,28,url,URL,false
1907,51,41,url,URL,false
1908,185,110,url,URL,false
1909,116,83,url,URL,false
1910,92,64,url,URL,false
1911,111,78,url,URL,false
1912,20,13,url,URL,false
1913,23,16,url,URL,false
1914,264,143,url,URL,false
1915,64,43,url,URL,false
1916,64,43,url,URL,false
1917,26,18,url,URL,false
1918,47,35,url,URL,false
1919,28,21,url,URL,false
1920,47,36,url,URL,false
1921,169,108,url,URL,false
1922,27,20,url,URL,false
1923,114,77,url,URL,false
1924,52,37,url,URL,false
1925,73,51,url,URL,false
1926,228,130,url,URL,false
1927,532,261,url,URL,false
1928,476,228,url,browser,false
1929,44,34,url,URL,false
1930,62,51,url,mozilla,false
1931,488,240,url,URL,false
1932,102,77,url,URL,false
1933,793,324,url,URL,false
1934,157,104,url,URL,false
1935,290,162,url,URL,false
1936,226,154,url,URL,false
1937,161,111,url,URL,false
1938,351,174,url,URL,false
1939,13,8,url,guy,false
1940,12,7,url,stoner,false
1941,13,7,url,bostonglobe,false
1942,399,202,url,URL,false
1943,13,7,url,yahoo,false
1944,429,226,url,enjoy,false
1945,13,7,url,msnbc,false
1946,49,39,url,design,false
1947,12,7,url,gentleman,false
1948,36,27,url,foot,false
1949,85,67,url,exponents,false
1950,37,27,url,august,false
1951,14,8,url,scotsman,false
1952,99,69,url,amphetadesk,false
1953,6,5,url,URL,false
1954,179,121,url,URL,false
1955,6,5,url,URL,false
1956,6,5,url,URL,false
1957,6,5,url,URL,false
1958,6,5,url,URL,false
1959,6,5,url,URL,false
1960,52,41,url,aggregator,false
1961,6,5,url,URL,false
1962,23,23,url,africa,false
1963,53,43,url,or,false
1964,29,29,url,scientists,false
1965,24,24,url,terrorism,false
1966,25,24,url,again,false
1967,22,22,url,researchers,false
1968,25,24,url,help,false
1969,28,25,url,australia,false
1970,26,26,url,humans,false
1971,25,25,url,finances,false
1972,28,27,url,cards,false
1973,22,22,url,possible,false
1974,24,24,url,relatives,false
1975,24,23,url,place,false
1976,25,25,url,scientists,false
1977,25,20,url,universe,false
1978,25,23,url,needed,false
1979,25,25,url,attempts,false
1980,25,25,url,blood,false
1981,28,26,url,NUMBER,false
1982,26,26,url,cells,false
1983,21,20,url,researchers,false
1984,25,25,url,state,false
1985,32,29,url,sceptics,false
1986,22,20,url,now,false
1987,24,22,url,peak,false
1988,27,26,url,rare,false
1989,632,288,url,URL,false
1990,30,25,url,says,false
1991,29,28,url,driving,false
1992,50,38,url,privilege,false
1993,52,42,url,are,false
1994,13,7,url,azcentral,false
1995,14,9,url,guy,false
1996,52,40,url,use,false
1997,52,40,url,rely,false
1998,12,7,url,republic,false
1999,13,7,url,pravda,false
2000,11,6,url,me,false
2001,13,8,url,news,false
2002,83,63,url,NUMBER,false
2003,12,7,url,org,false
2004,82,59,url,code,false
2005,13,7,url,cleveland,false
2006,53,41,url,t,false
2007,102,80,url,games,false
2008,27,19,url,press,false
2009,6,5,url,URL,false
2010,37,31,url,residency,false
2011,15,9,url,brooks,false
2012,12,7,url,dude,false
2013,245,144,url,URL,false
2014,166,112,url,URL,false
2015,13,8,url,times,false
2016,13,8,url,rhino,false
2017,14,8,url,news,false
2018,13,8,url,chronicle,false
2019,13,7,url,aintitcoolnews,false
2020,91,66,url,and,false
2021,13,7,url,cbc,false
2022,13,7,url,cnn,false
2023,12,7,url,sentinel,false
2024,13,8,url,nz,false
2025,12,7,url,chronicle,false
2026,49,40,url,us,false
2027,58,46,url,screenshot,false
2028,12,7,url,guy,false
2029,52,42,url,to,false
2030,14,8,url,entertainment,false
2031,24,24,url,sceptical,false
2032,89,60,url,nasa,false
2033,93,66,url,location,false
2034,94,69,url,makes,false
2035,55,38,url,URL,false
2036,24,19,url,bloodbath,false
2037,90,74,url,you,false
2038,33,24,url,ferguson,false
2039,24,19,url,interview,false
2040,25,18,url,imagined,false
2041,19,14,url,pressure,false
2042,57,48,url,future,false
2043,30,25,url,cohen,false
2044,93,63,url,which,false
2045,60,45,url,contest,false
2046,27,22,url,road,false
2047,44,33,url,URL,false
2048,93,66,url,location,false
2049,23,22,url,women,false
2050,94,69,url,makes,false
2051,58,46,url,screenshot,false
2052,95,54,url,a,false
2053,35,30,url,nathan,false
